401900758737907712RT @NMAtv: Here's a playlist of all our awesome Rob Ford animations (6 and counting): http://t.co/rDZMFSnyBC
401900768631848961"Harper's cabinet ministers hope Rob Ford "gets help" while cutting su..."  #cdnpoli http://t.co/XD5Y9rlyKB
401900777511583744TORONTO - Embattled Toronto Mayor Rob #TROPA Ford, under pressure to quit ... http://t.co/GkFh7leMUG #days
401900794313601026@cameronld @siomo They should have read their own paper: "Rob Ford no longer deserves the public's trust" http://t.co/A4rYYnB9rx #TOpoli
401900822478327808I'm gettin my Rob Ford on #DrunkenStupor
